;sotok;summa;keys;url;text
355;5;107000;['/7-bedrooms'. '/agent'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-155-kv-m-7-komnat-id-83896290;Продаётся жилой дом по адресу Мах.Ганди 139 Участок 5 соток Дом 155м2 1 этаж 3 комнаты+кухня и с/у 2 этаж 3 комнаты  Все коммуникации+центр канализация идёт за воротами(возможность подключения) 3 вида отопления + тёплый пол Фундамент + по периметру залит бетоном Так же на участке имеется постройка 70 м2 
21;5;65000;['/4-bedrooms'. '/owner'. '/tserkov'];https://lalafo.kg/bishkek/ads/prodam-dom-1-kv-m-4-komnaty-id-83525697;Продается дом. район церкви. Пролетарская/логвиненко  продаю дом 5 соток. 4 комнаты.  ц/канализация.окна пластик. трубы и батареи новые . аристон в бане и на кухне . хоз постройки. Дому требуется косметический ремонт.  Отопление комбинированное газ и твердое топливо. в доме установлен промышленный кондиционер. хватает на весь дом.  Цена 65000 долларов.    Только звонить
350;5;60000;['/8-bedrooms'. '/owner'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-150-kv-m-8-komnat-id-44277923;Срочно! Срочно! Срочно! Продаю 2-х этажный дом. Первомайский район. Ж/м алтын-бешик. С мебелью. Имеется сан узел.сад.хоз постройки.тапчан.летняя кухня.крытый двор.брусчатка. Построена на совесть! Участок 5 соток. С документами идеальный порядок.Можно в ипотеку.
454;5;50000;['/9-bedrooms'. '/altyn-ordo'. '/no'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-250-kv-m-9-komnat-id-83677006;Срочно срочно !!!Продаю всё вопросы по тел звоните 24/7
96;5;45000;['/4-bedrooms'. '/ak-ordo'. '/no'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-100-kv-m-4-komnaty-id-82857812;Срочно продается 4 комнатный дом в Ак ордо со всеми условиями. Үй сатылат! Тынч . таза райондон. Дареги: Ак ордо Аристократ көчөсү  Жердин аянты: 4.5 соток Шарттары: отопление. суу. септик. свет.интернет. душ.
813;5;44000;['/5-bedrooms'. '/alamedin-rynok'. '/owner'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-75-kv-m-5-komnat-id-43570771;"Продаю дом.в районе адамедин б-р.5 соток.5 комнат.все удобства.44000$Есть видео наблюдение 4 камеры.кондиниционер.красная книга остольное по телефону.цена обсуждаемo!!!.рассмотрю варианты на дом в районе лебединовка-покровка.не мнение участком 10соток тел;"
80;5;39000;['/4-bedrooms'. '/owner'. '/voenno-antonovka'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-100-kv-m-4-komnaty-id-81038870;Срочно продается дом можно в рассрочку !Мебель частично остается. есть все условия. отопление отличное: уголь и электрическое. 2 спальня. 1 зал. 1 кухня. 1 ванная комната и 1 туалет. дом огорожен со всех сторон. есть  погреб и 2 склада. очок кана. крытый навес для машин. 
653;5;39000;['/4-bedrooms'. '/ala-too'. '/no'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-60-kv-m-4-komnaty-id-81747056;Продаю дом ж/м Ала тоо. 4 комнаты. магазин (можно в аренду сдавать). торг на месте.
965;5;38000;['/4-bedrooms'. '/ak-bosogo'. '/ak-tilek'. '/dordoj'. '/kelechek'. '/maevka'. '/owner'. '/staryj-tolchok'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-92-kv-m-4-komnaty-id-82724843;Срочно.Срочно продаю кирпичный дом.92кв.м.жилой 4комнаты Кухня.коридоры. 3комн.подвальных комнат.есть баня.огород.стационарный телефон.интернет.газ. Участок 5соток.имеется все документы.асфальтированная дорога.маршрутка.школа.магазины в шаговой доступности.Ж/М Красный Строитель Свердловский район. ул.Сары-Челек.переулок Кара-Жыгач28 Прошу 38000$ возможен небольшой торг.
69;5;37000;['/4-bedrooms'. '/kirkomstrom'. '/owner'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-100-kv-m-4-komnaty-id-77820466;Продаю теплый  дом. Бишкек. Киркомстром. 4 жилые комнаты + большая кухня (около 30м2). 2 коридора. душ. 2 подвала. частично с мебелью и бытовой техникой. 100м2. газ. свет 3ф. гор/хол вода. городской тел. интернет. 3 вида отопления (газ. свет. уголь). сад (черешня. вишня. яблони). малина (до первого снега плодоносит. хороший бизнес). гараж. баня 3ком. участок 5.23с. Красная книга. все документы в порядке. 37 т. $. Район тихий. сухой. безопасный. Рядом магазины. школы. дет садики. мед центр. хорошая транспортная развязка.
743;5;22000;['/3-bedrooms'. '/alamedin-rynok'. '/no'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-70-kv-m-3-komnaty-id-82656838;Срочно продается дом в г. Бишкек. в ж/м Бакай-Ата. 3жилых комнат. кухня. душевая. коридор. Рядом школа. садик. детский центр. Срочная цена 22 000долл.   С транспортом проблем нет. До аламед.рынка 10мин.езды. 5сот.уч. Все док.есть.
